상권_코드,resident_pop_2024,floating_pop_2024,estimated_sales_2024,resident_pop_2024_high25,resident_pop_2024_high10,floating_pop_2024_high25,floating_pop_2024_high10,estimated_sales_2024_high25,estimated_sales_2024_high10,is_active_25,is_active_10,log_resident_pop_2024,z_resident_pop_2024,log_floating_pop_2024,z_floating_pop_2024,log_estimated_sales_2024,z_estimated_sales_2024,score,상권_코드_명,시군구명,행정동명,lat,lon
3110458,117514,29066472,12583186655,True,False,False,False,False,False,False,False,11.67432126399303,0.9759881288212984,17.185095937344865,0.6946014230994759,23.255627367428577,-0.0870440238739523,0.5278485093489406,선일여고,은평구,갈현2동,37.62118504263811,126.913864390829
3110459,106576,28261113,8366048653,True,False,False,False,False,False,False,False,11.57662300758447,0.9091378655925436,17.15699735411817,0.6701572330115204,22.84744752563203,-0.2977795553964006,0.4271718477358878,응암역 2번,은평구,신사1동,37.60118419947713,126.914361231576
3110460,120534,38189932,55868159429,True,False,True,False,True,False,True,False,11.69969544617008,0.993350473044276,17.458082504814197,0.9320844126453532,24.74626045607671,0.6825416441948499,0.869325509961493,구산역 4번,은평구,갈현2동,37.614521687294335,126.91503146554815
3110461,36296,7148422,6422307499,False,False,False,False,False,False,False,False,10.499490372209587,0.1721073099399202,15.78240233090282,-0.5256632740350032,22.583043313747076,-0.4342864487380931,-0.2626141376110587,새절역 2번,은평구,응암3동,37.59059495367417,126.91515060718964
3110462,110382,25325638,4133241331,True,False,False,False,False,False,False,False,11.6117114154609,0.9331471917468211,17.047327839764904,0.5747509118430457,22.142327762254475,-0.661819551757656,0.2820261839440702,갈현건영아파트,은평구,갈현1동,37.62572001670032,126.91596818656824
3110463,45202,15290497,22017914363,False,False,False,False,False,False,False,False,10.718918735299235,0.322251686837035,16.542742147682233,0.1357896847440954,23.815122248223812,0.2018126001316048,0.219951323904245,응암3동주민센터,은평구,응암3동,37.591975099844404,126.91625774044667
3110464,91744,13327465,19734748154,True,False,False,False,False,False,False,False,11.426768268519051,0.8065994056357317,16.405337576559685,0.0162554210989882,23.70564678464207,0.145292489032968,0.3227157719225627,연신내역 5번,은평구,갈현2동,37.617170722019814,126.91684355742264
3110465,58042,37235038,18493643253,False,False,True,False,False,False,False,False,10.968939394153017,0.493328914531936,17.43276078452797,0.9100559374358804,23.64069290209208,0.1117580280870954,0.5050476266849705,연신내역 7번,은평구,갈현1동,37.62142478385297,126.9175297622389
3110466,90646,25759753,6486228867,True,False,False,False,False,False,False,False,11.41472812131656,0.7983609064097702,17.064323909465386,0.589536538404888,22.592947130672137,-0.429173295392211,0.319574716474149,구산역 2번,은평구,역촌동,37.608442642391466,126.9180500036041
3110467,27494,17663788,28899424116,False,False,False,False,False,False,False,False,10.221759448941915,-0.0179307317787271,16.68702728278834,0.2613096528131409,24.087087505118852,0.3422231179934413,0.1952006796759517,은평요양병원,은평구,갈현1동,37.624844787138635,126.91913158140508
3110468,251920,76039612,24873595615,True,True,True,True,False,False,True,True,12.43687082528116,1.497764471317179,18.146764986144937,1.5311995120821422,23.937072660749035,0.2647732914037973,1.0979124249343728,응암역 3번,은평구,역촌동,37.60326000702238,126.91823400143011
3110469,155288,45413434,49446217670,True,True,True,False,False,False,True,False,11.953043175977816,1.1667042569155994,17.63131854434451,1.0827900423989794,24.62415140414236,0.6194990503964196,0.9563311165703328,응암정보도서관,은평구,응암3동,37.58619227161732,126.91861801799975
3110470,46348,15689007,6118699791,False,False,False,False,False,False,False,False,10.743954995788227,0.3393828073449969,16.568470897726364,0.1581722529942539,22.53461545861188,-0.4592888343225685,0.0127554086722274,신진과학기술고등학교,은평구,응암1동,37.59722206652289,126.91902028707298
3110471,99860,37193855,51264496601,True,False,True,False,True,False,True,False,11.511534498024089,0.8646008988417463,17.431654144312425,0.909093222569812,24.66026427549426,0.6381434427937731,0.8039458547351105,응암동우체국,은평구,응암2동,37.59134195929506,126.91931509759685
3110472,118160,32314563,18469535723,True,False,True,False,False,False,True,False,11.67980338027033,0.9797392798618622,17.291028584401822,0.7867568794899102,23.63938849407931,0.1110845869032201,0.6258602487516641,연신내역 4번,은평구,대조동,37.61571950043777,126.92070943320664
3110473,203592,44206201,27753244844,True,True,True,False,False,False,True,False,12.22387818192797,1.352023750885023,17.604375653946533,1.0593512401969736,24.04661860165427,0.3213297886114622,0.9109015932311528,구산역 1번,은평구,대조동,37.61270693518711,126.92088046670077
3110474,101334,24151143,3953543444,True,False,False,False,False,False,False,False,11.526187138953414,0.8746270030848526,16.999842307541318,0.5334411644178314,22.097878088411967,-0.6847680775887509,0.241100029971311,세명컴퓨터고등학교,은평구,불광2동,37.62573913786863,126.92176682329229
3110475,69898,15009900,10853229453,False,False,False,False,False,False,False,False,11.154806621967923,0.6205090051679938,16.52422060798496,0.1196769849175926,23.10772851817519,-0.163401402209422,0.1922615292920547,백련산해모로아파트,은평구,응암1동,37.597735184760914,126.92220985282704
3110476,26470,3956149,467638134,False,False,False,False,False,False,False,False,10.183805073124857,-0.0439011032809892,15.190781888093872,-1.0403398485536706,19.963205338984427,-1.7868592403888086,-0.9570333974078228,역촌역 2번,은평구,대조동,37.608383841262786,126.9229090109587
3110477,68096,10240645,17571144886,False,False,False,False,False,False,False,False,11.128688438303811,0.6026375761662183,16.141875261523303,-0.2129420034759288,23.589523898490913,0.0853404393989681,0.1583453373630858,은평세무서,은평구,녹번동,37.60271782334204,126.92453862460725
3110478,69440,12681510,9327039748,False,False,False,False,False,False,False,False,11.148232750152198,0.6160108178157495,16.35565566391174,-0.0269650540011885,22.956183518395363,-0.2416412190940815,0.1158015149068264,응암1동주민센터,은평구,응암1동,37.5998072078344,126.92533378655475
3110479,80790,27692644,18097458158,True,False,False,False,False,False,False,False,11.299620852166676,0.7195984850003886,17.136677412434267,0.6524800244102813,23.619037332152107,0.1005776669461928,0.4908853921189542,연신내역 2번,은평구,불광2동,37.62218981534485,126.92503316925912
3110480,68170,10698566,4274475072,False,False,False,False,False,False,False,False,11.12977453345857,0.6033807393469756,16.185620365229706,-0.1748862188910037,22.175927141854313,-0.6444728276087313,-0.0719927690509198,연신내역 3번,은평구,불광1동,37.617798914478456,126.92514760295255
3110481,76990,63519936,17951427108,True,False,True,True,False,False,True,False,11.251443810887574,0.6866332304555964,17.96686438308906,1.374696086177808,23.610935453400035,0.0963948201950313,0.719241378942812,불광역 7번,은평구,대조동,37.612259763874675,126.92663564670562
3110482,31812,9512098,5066209804,False,False,False,False,False,False,False,False,10.367630290261705,0.0818817367145536,16.068075125204395,-0.2771439792888107,22.345858801999174,-0.5567403257646796,-0.2506675227796455,연신초등학교,은평구,불광2동,37.625632025963256,126.92730282622576
3110483,71162,15747205,1638997383,False,False,False,False,False,False,False,False,11.172728299407147,0.6327719553817911,16.572173510673842,0.1613933184116839,21.21735054061165,-1.1393677951768326,-0.1150675071277858,연천초등학교,은평구,불광1동,37.62023405002778,126.92695605002042
3110484,177710,42829526,13941845373,True,True,True,False,False,False,True,False,12.087913914309048,1.2589898788984042,17.57273830586959,1.0318285233385314,23.358160613287804,-0.034108048472119,0.7522367845882721,역촌역 3번,은평구,녹번동,37.606266635110515,126.92705764250336
3110485,58694,14442133,3629045654,False,False,False,False,False,False,False,False,10.980109823312622,0.5009723071281662,16.4856604644435,0.0861318246174513,22.012235545698925,-0.7289837024469791,-0.0472931902337872,연신내우체국,은평구,불광2동,37.62173200092247,126.92930116269041
3110486,42832,13336576,31109930057,False,False,False,False,False,False,False,False,10.665064112517854,0.2854015337087626,16.406020968823537,0.0168499340061859,24.16079289963742,0.3802758190322261,0.2275090955823915,은평구청,은평구,녹번동,37.602270759685396,126.92951940071272
3110487,7560,3603838,20072911931,False,False,False,False,False,False,False,False,8.93075873555827,-0.9013010260990008,15.0975102241265,-1.1214809603828404,23.722637078019535,0.1540642561292151,-0.622905910117542,불광역 8번,은평구,불광1동,37.61197713057966,126.92984331819031
3110488,69714,10545109,11661466059,False,False,False,False,False,False,False,False,11.152170781629122,0.6187054251763413,16.17117280332472,-0.1874547867317306,23.179555744098675,-0.1263183640903732,0.1016440914514124,우리은행응암동지점,은평구,응암1동,37.60062049889808,126.92985616007742
3110489,28660,11183786,5847086973,False,False,False,False,False,False,False,False,10.263292592608767,0.0104884200967764,16.22997569820999,-0.1362995690931369,22.489209421007935,-0.4827311126738972,-0.2028474205567525,불광역 3번,은평구,녹번동,37.60717495686273,126.93100304358366
3110490,110662,16036875,3661599472,True,False,False,False,False,False,False,False,11.6142448261515,0.93488068400921,16.59040137834158,0.1772505400578258,22.021165903377543,-0.7243731276968735,0.1292526987900541,녹번동근린공원,은평구,녹번동,37.60512603989415,126.93173960485868
3110491,29946,2576985,424526899,False,False,False,False,False,False,False,False,10.307184431581645,0.0405215148191699,14.762131056946094,-1.4132420092570026,19.86648593037699,-1.8367936415873487,-1.069838045341727,불광중학교,은평구,불광2동,37.6242142722048,126.9359474913818
3110492,18380,590363,902563126,False,False,False,False,False,False,False,False,9.819072801393764,-0.293470023644126,13.288494574799556,-2.6952230258626866,20.62074919253955,-1.4473817863617535,-1.4786916119561886,하나고등학교,은평구,진관동,37.640263745035284,126.93863129184712
3110493,29740,9917987,665463455,False,False,False,False,False,False,False,False,10.30028184419666,0.0357984030604917,16.10986063610913,-0.2407929304392257,20.315994282195547,-1.6047209820769368,-0.6032385031518902,북가좌초등학교,서대문구,북가좌1동,37.576090003392345,126.90568652425863
3110494,17922,4416990,438130377,False,False,False,False,False,False,False,False,9.793840083231595,-0.3107355707800323,15.300969252994518,-0.944483026478616,19.898027090713455,-1.820509537112505,-1.0252427114570513,증산3교남측,서대문구,북가좌1동,37.5790359657237,126.90623777083294
3110495,135872,32525584,37404271217,True,True,True,False,False,False,True,False,11.819475904903957,1.0753105354893524,17.297537568365584,0.7924193301553412,24.345050738535992,0.4754046559844985,0.781044840543064,북가좌2동주민센터,서대문구,북가좌2동,37.581160526158556,126.90961496122682
3110496,45432,22011794,37669990679,False,False,False,False,False,False,False,False,10.723993992232447,0.3257244434082472,16.907089004016473,0.4527509970754003,24.352129611238595,0.4790593440626678,0.4191782615154384,모래내우체국,서대문구,북가좌2동,37.57897803391158,126.91190183575182
3110497,3986,3306975,1897895394,False,False,False,False,False,False,False,False,8.290794347381356,-1.339198173697506,15.011544734604666,-1.1962661105778718,21.364011422338223,-1.0636495560590733,-1.199704613444817,가좌역 3번,서대문구,남가좌1동,37.57060566215284,126.91361991798648
3110498,75492,48517374,14950202051,True,False,True,True,False,False,True,False,11.231795215707006,0.6731886326891501,17.697432539175107,1.140305506580033,23.427990651875724,0.0019438796027448,0.6051460062906426,증산역 1번,서대문구,북가좌2동,37.586160484535164,126.91351931088778
3110499,133678,53970041,2499260161,True,True,True,True,False,False,True,True,11.803196682690729,1.0641714391521289,17.80393967280464,1.232960734039695,21.639260589823103,-0.9215436172754782,0.4585295186387819,연가초등학교,서대문구,북가좌2동,37.581962060489516,126.91889286658603
3110500,15958,4107964,9667987751,False,False,False,False,False,False,False,False,9.677778212399186,-0.3901511806505134,15.22843833003324,-1.0075808579178918,22.9920860329271,-0.2231054299440395,-0.5402791561708149,남가좌동현대아파트,서대문구,남가좌2동,37.574262876159175,126.91952379277355
3110501,29184,6216470,1913456594,False,False,False,False,False,False,False,False,10.281410157637891,0.0228854068576876,15.642712940359823,-0.6471852023171307,21.37217717900861,-1.0594337303469503,-0.561244508602131,연희어린이공원,서대문구,연희동,37.56751654962238,126.92108558401641
3110502,82150,41004280,54927453578,True,False,True,False,True,False,True,False,11.31631429624586,0.7310210136299802,17.5291870338519,0.9939413614420104,24.729279125662224,0.6737745045068532,0.7995789598596147,남가좌파출소,서대문구,남가좌2동,37.575965699697434,126.92272151593906
3110503,111270,43679137,31456382427,True,False,True,False,False,False,True,False,11.61972394625974,0.938629784914,17.592381154773964,1.0489166992303107,24.171867738390674,0.3859935487979095,0.7911800109807401,명지대학교교회,서대문구,남가좌2동,37.58266150940413,126.92354978354207
3110505,3616,1746154,851233651,False,False,False,False,False,False,False,False,8.193400231952097,-1.4058403277411808,14.372926785782829,-1.7518278771138922,20.56219721054461,-1.4776110671441849,-1.545093090666419,홍남교남측,서대문구,연희동,37.5737502298407,126.92484267366818
3110506,11946,5402458,4053192470,False,False,False,False,False,False,False,False,9.388235479817224,-0.5882714808545739,15.50236477825525,-0.7692802248775659,22.122770671992058,-0.6719165075341688,-0.6764894044221029,연희임광아파트,서대문구,연희동,37.56585461568964,126.92590671300884
3110507,141520,42978959,59783509160,True,True,True,False,True,False,True,False,11.860203394947764,1.1031784169660637,17.57622125158481,1.0348584905949585,24.81399569333395,0.717512065966239,0.9518496578424204,명지대학교,서대문구,홍은2동,37.57877260791811,126.92570110530437
3110508,46166,16290721,7098935552,False,False,False,False,False,False,False,False,10.74002053613196,0.3366906440111459,16.606106301265786,0.1909129414030767,22.68321068764156,-0.3825719282807506,0.0483438857111573,서연중학교,서대문구,연희동,37.56974911463646,126.92749415972423
3110509,80064,23045259,18435883534,True,False,False,False,False,False,False,False,11.290594083756575,0.713421897346699,16.952970666346914,0.4926654677271171,23.63756479452501,0.1101430453189486,0.4387434701309216,연희대우아파트앞,서대문구,신촌동,37.55993348700397,126.92844836317369
3110510,23960,23395279,7565464411,False,False,False,False,False,False,False,False,10.0841827875855,-0.1120678879972477,16.968044850580142,0.5057791618178511,22.74685957185964,-0.3497112132893589,0.0146666868437481,홍연시장,서대문구,연희동,37.57660952430034,126.93099272776551
3110511,128298,22908539,11933639606,True,True,False,False,False,False,False,False,11.762118756341083,1.036063770803563,16.94702032476913,0.4874890045779921,23.202627106746668,-0.1144070559543007,0.4697152398090847,연희초등학교,서대문구,연희동,37.56577446364977,126.93271392166878
3110512,73938,19042748,70913674,False,False,False,False,False,False,False,False,11.210995707919858,0.658956520247095,16.76219695715777,0.3267030498507001,18.076973850195884,-2.76068487963329,-0.5916751031784984,연희지하차도,서대문구,연희동,37.57734857471787,126.93386884986329
3110513,21586,7522218,9412819591,False,False,False,False,False,False,False,False,9.979846560634876,-0.183460198283484,15.833371732185778,-0.4813227560957825,22.965338383493343,-0.2369147354099591,-0.3005658965964086,연희파출소,서대문구,연희동,37.57119996448805,126.93339900351174
3110514,45374,18091180,3166722652,False,False,False,False,False,False,False,False,10.722716571567153,0.3248503652939787,16.7109351399282,0.282108146452751,21.875963026623246,-0.7993386264258807,-0.0641267048930503,서대문우체국,서대문구,신촌동,37.55953737428567,126.93280064053575
3110515,54486,8196978,351550803,False,False,False,False,False,False,False,False,10.905717420087935,0.4500691291124501,15.91927622971899,-0.4065906655070557,19.677864793621477,-1.9341751666905744,-0.6302322343617267,홍은중학교,서대문구,홍은2동,37.592664770646465,126.93409790508382
3110516,24978,3630725,560945422,False,False,False,False,False,False,False,False,10.125790750852646,-0.0835975406331219,15.1049431862437,-1.115014700591607,20.145134173549465,-1.6929328243203918,-0.9638483551817068,정원여중,서대문구,홍은2동,37.58495761377084,126.93500428247833
3110517,18896,5901366,6850161680,False,False,False,False,False,False,False,False,9.846758458290038,-0.2745260473725621,15.59069457695408,-0.6924382584194901,22.64753809200769,-0.4009890146527831,-0.4559844401482785,서대문소방서,서대문구,연희동,37.573634947768845,126.93654183661239
3110519,86416,27218478,8578534673,True,False,False,False,False,False,False,False,11.366939694696844,0.7656615623656305,17.1194066755955,0.6374554528566226,22.872528951944965,-0.2848304894108449,0.3727621752704694,서대문구보건소별관,서대문구,홍제1동,37.58543471756244,126.93707281052318
3110520,35328,16449334,9649884820,False,False,False,False,False,False,False,False,10.472459435395576,0.1536113274345645,16.615795608826605,0.1993420950698824,22.990211816578405,-0.2240730523937229,0.0429601233702413,경의중앙 신촌역,서대문구,신촌동,37.5577839414354,126.94065658069663
3110521,19952,15907400,8285275309,False,False,False,False,False,False,False,False,9.90113478695253,-0.2373189157601047,16.582295030590227,0.17019847256551,22.83774571720645,-0.3027884155750303,-0.1233029529232083,홍제역 4번,서대문구,홍제1동,37.58849257055218,126.94253473960113
3110522,28632,8262598,1166565931,False,False,False,False,False,False,False,False,10.262315177792935,0.009819621695208,15.927249744915985,-0.3996541548804499,20.877330169045813,-1.314913881468137,-0.5682494715511263,홍제역 3번,서대문구,홍제1동,37.58641862874903,126.94439117304083
3110523,11278,2785178,933759388,False,False,False,False,False,False,False,False,9.330697868639916,-0.6276417275115017,14.839822702168592,-1.3456546391485829,20.654729349514696,-1.4298384740564312,-1.1343782802388385,홍제성원아파트,서대문구,홍제1동,37.58380124094856,126.94397599918724
3110524,5178,3563495,8320331372,False,False,False,False,False,False,False,False,8.552367266423891,-1.1602162846207709,15.0862526434315,-1.1312744236410754,22.841967919471973,-0.300608572409076,-0.8640330935569741,연희세브란스병원,서대문구,신촌동,37.56422883815422,126.94428866041795
3110525,11136,9244443,7422636415,False,False,False,False,False,False,False,False,9.3180281773931,-0.6363109937401112,16.039533280378294,-0.3019737820856774,22.727800143146673,-0.3595512358212493,-0.432612003882346,홍은종합사회복지관,서대문구,홍은1동,37.5950370117963,126.94602615538773
3110526,26498,3452739,5624302714,False,False,False,False,False,False,False,False,10.18486227541324,-0.0431777101124447,15.054678676693856,-1.1587420022922494,22.45036281557522,-0.5027868802680894,-0.5682355308909278,봉원사,서대문구,신촌동,37.56877310498229,126.94686793810412
3110527,58324,11038215,8235003727,False,False,False,False,False,False,False,False,10.973786096889633,0.4966452823530695,16.216873991552575,-0.147697318418315,22.831659653277793,-0.3059305352623718,0.0143391428907942,홍제역 2번,서대문구,홍제3동,37.58905597804864,126.94704943622834
3110528,33326,21393894,14383619864,False,False,False,False,False,False,False,False,10.414123158249833,0.1136945916980517,16.87861615891806,0.4279812201683094,23.38935588669854,-0.018002518874516,0.174557764330615,서울여자간호대학교,서대문구,홍제3동,37.595686645847024,126.94774791685721
3110529,73088,27769767,17983843798,False,False,False,False,False,False,False,False,11.19943315561863,0.6510448164629357,17.13945850490887,0.6548994187460353,23.612739625066148,0.0973262799000048,0.4677568383696586,홍제3동주민센터,서대문구,홍제3동,37.592560058940585,126.94812166138772
3110530,5702,5508442,4477505633,False,False,False,False,False,False,False,False,8.648747631156539,-1.0942677918911057,15.521792564064173,-0.7523791418062249,22.22233195018981,-0.6205149028206368,-0.8223872788393224,아현역 1번,서대문구,북아현동,37.55752889671456,126.95363275412723
3110532,43952,25514922,26606837817,False,False,False,False,False,False,False,False,10.690876160169422,0.303063488419239,17.05477405464301,0.5812287007923204,24.004434080526657,0.2995507182812854,0.3946143024976149,아현역 2번,서대문구,북아현동,37.55966599685075,126.95758331019141
3110533,23892,120069116,325468799,False,False,True,True,False,False,False,False,10.08134080799053,-0.1140125192629268,18.603578109936382,1.9286012864898616,19.60077716248419,-1.9739740525199736,-0.053128428431013,충정로역 7번,서대문구,북아현동,37.55946297247342,126.9604375631076
3110534,35248,14624065,546572868,False,False,False,False,False,False,False,False,10.470192439043686,0.1520601298141203,16.498179085794987,0.0970223224580738,20.119178194295127,-1.706333405447264,-0.4857503177250233,경기대학교,서대문구,충현동,37.56419125699701,126.96021061633598
3110535,28894,25184372,4541074199,False,False,False,False,False,False,False,False,10.271423848751878,0.0160522513618322,17.04173424108069,0.5698847949854962,22.236429428941943,-0.6132366411973246,-0.0090998649499987,영천시장입구,서대문구,천연동,37.569341011514936,126.9607040633539
3110536,15396,3121265,2769871697,False,False,False,False,False,False,False,False,9.641927964229918,-0.41468179782867,14.953749246714365,-1.2465449406818243,21.742066837661376,-0.8684666961157461,-0.8432311448754134,돈의문센트레빌아파트입구,서대문구,충현동,37.566540295278934,126.96343208595879
3110537,21632,11392655,9583793452,False,False,False,False,False,False,False,False,9.981975205584869,-0.1820036679373089,16.248479495245647,-0.1202023043862519,22.983339326856058,-0.2276211888429602,-0.1766090537221737,충정로현대아파트,서대문구,충현동,37.563225021636924,126.963567634719
3110538,8696,9924958,8107905704,False,False,False,False,False,False,False,False,9.070733417589766,-0.805523018556719,16.110563253546626,-0.2401816927101655,22.816105435596807,-0.3139608836401642,-0.4532218649690163,충정로역 3번,서대문구,충현동,37.56078867273417,126.96472479251705
3110539,10222,7165673,18717671170,False,False,False,False,False,False,False,False,9.232395362757014,-0.6949054498735158,15.784812683208251,-0.5235664028348584,23.652733896998583,0.1179745659996799,-0.3668324289028981,미근동,서대문구,충현동,37.563561424960405,126.96709197584076
3110540,60418,15360212,3732465248,False,False,False,False,False,False,False,False,11.009058903992708,0.5207807841147077,16.547291152775152,0.1397470638156761,22.040334776952495,-0.7144766008529105,-0.0179829176408422,망원나들목체육관,마포구,망원1동,37.55439893974859,126.90006828657297
3110541,102072,32110142,26855787087,True,False,True,False,False,False,True,False,11.533443522559624,0.8795922007454472,17.284682519497075,0.7812361592603303,24.013747168680897,0.3043588895365349,0.6550624165141041,동교초등학교,마포구,망원2동,37.55784027109068,126.9013869979004
3110542,108102,39270196,19630231976,True,False,True,False,False,False,True,False,11.590839755323625,0.9188657088883831,17.485976443093683,0.9563505731170214,23.70033666263821,0.1425509734843142,0.6725890851632396,마포구청역 7번,마포구,망원2동,37.561114684123794,126.9020393252813
3110543,21064,3082068,190870670,False,False,False,False,False,False,False,False,9.955368174413117,-0.2002095920034363,14.941111682671291,-1.257538911987256,19.067106641481637,-2.2494980480371045,-1.2357488506759322,중암중학교,마포구,성산2동,37.573249886988755,126.90288891742506
3110544,268338,122858245,82584012027,True,True,True,True,True,False,True,True,12.500006385522031,1.5409651278728815,18.62654177718597,1.9485783879272087,25.137081939755337,0.8843153837575678,1.4579529665192192,망리단길,마포구,망원1동,37.554952196352055,126.90515529134771
3110545,101044,13488948,33757315297,True,False,False,False,False,False,False,False,11.523321241152347,0.8726660057300304,16.41738131558619,0.0267327979744871,24.242462980348527,0.4224405368987071,0.4406131135344082,마포구청역 1번,마포구,성산2동,37.565212109599784,126.90428398027431
3110546,56716,18694338,3344941368,False,False,False,False,False,False,False,False,10.945829268410876,0.4775157562842492,16.743731308720935,0.3106389722833115,21.93071500242082,-0.7710712169653304,0.0056945038674101,양화대교북단,마포구,합정동,37.55015724569164,126.90564436997977
3110547,53014,21403861,28654632053,False,False,False,False,False,False,False,False,10.8783301713599,0.4313293393364249,16.879081930999536,0.4283864157329901,24.078580944316283,0.3378313415542436,0.3991823655412195,KB국민은행 망원동지점,마포구,망원2동,37.559508060948616,126.90545221114724
3110548,57352,29214410,11653214819,False,False,False,False,False,False,False,False,10.956980431564268,0.4851459660701188,17.19017267289118,0.6990178980412622,23.178847929105455,-0.1266837955829213,0.3524933561761532,마포구청역 4번,마포구,성산1동,37.562202840644474,126.90619715233579
3110549,55474,27040513,8367112889,False,False,False,False,False,False,False,False,10.923687747800797,0.4623653683911523,17.11284681783411,0.6317487448430671,22.847574726459996,-0.2977138840149496,0.2654667430730899,새터산,마포구,성산2동,37.56614683811608,126.90864604027276
3110550,123122,42557651,106182866014,True,True,True,False,True,False,True,False,11.720939134687638,1.007886517202625,17.566370232302855,1.026288656808484,25.388428595779473,1.0140809079944009,1.0160853606685032,합정역 8번,마포구,합정동,37.551250684430514,126.90938376388142
3110551,88438,33463007,11208485115,True,False,True,False,False,False,True,False,11.390068327806596,0.7814873843234207,17.325951147868466,0.817137549321205,23.139936928056567,-0.1467728094156894,0.4839507080763121,성서초등학교,마포구,성산1동,37.559542035295685,126.90957893570405
3110552,45792,19329333,8782692572,False,False,False,False,False,False,False,False,10.731886519993346,0.331124924212632,16.77713439637471,0.3396977834534706,22.896048868763952,-0.2726876012407732,0.1327117021417765,성미산체육관,마포구,성산1동,37.5640862513591,126.91029578389686
3110553,69392,20382920,8867815738,False,False,False,False,False,False,False,False,11.14754127685441,0.6155376755748123,16.830207902279522,0.3858687542993957,22.905694350293356,-0.2677078215732069,0.2445662027670003,가좌역 2번,마포구,성산2동,37.56807881355154,126.9108798679545
3110554,89556,27593236,12991320069,True,False,False,False,False,False,False,False,11.402630573054733,0.7900831303730754,17.13308126442921,0.6493515775163297,23.287547284482688,-0.0705643744700422,0.4562901111397877,망원역 1번,마포구,서교동,37.556348600987235,126.91259136335367
3110555,5084,5764144,5805045571,False,False,False,False,False,False,False,False,8.53405030848266,-1.1727497064538144,15.567167391926708,-0.7129055886903364,22.48199330253918,-0.4864566581451013,-0.7907039844297508,홍익지구대,마포구,서교동,37.55350898434939,126.91255584428488
3110556,22940,5050938,291125258,False,False,False,False,False,False,False,False,10.040680981712336,-0.1418341016478371,15.435084724560792,-0.8278100948132442,19.48926417582059,-2.031546098245646,-1.0003967649022425,절두산순교성지,마포구,합정동,37.54482024077647,126.91371714898567
3110557,69174,22417264,28737581904,False,False,False,False,False,False,False,False,11.144394804655128,0.6133846945238053,16.925341978871717,0.4686300605652772,24.08147157714039,0.3393237206044771,0.4737794918978531,홍대부속여중고앞,마포구,서교동,37.55822641807137,126.915458261796
3110558,180486,64782885,41474107839,True,True,True,True,False,False,True,True,12.103414032000687,1.2695958711223552,17.98655202150238,1.3918232264281014,24.448335162001925,0.5287284501760107,1.0633825159088224,경성고등학교,마포구,성산1동,37.56436058624292,126.91584868844085
3110559,54138,21401926,23559685522,False,False,False,False,False,False,False,False,10.899310092366012,0.4456848999506493,16.87899152266709,0.4283077655588499,23.88280284772051,0.2367548134607077,0.3702491596567356,성산중학교,마포구,합정동,37.54663357270594,126.9172525945625
3110560,32906,23611901,35961251236,False,False,False,False,False,False,False,False,10.401440680079444,0.1050165759867178,16.97726146490212,0.5137970989015894,24.305707841189207,0.4550926622625244,0.3579687790502772,마포FM,마포구,연남동,37.560122056407614,126.91835984821721
3110561,47528,19517649,13777387356,False,False,False,False,False,False,False,False,10.769095330043152,0.3565851405736721,16.78682974235758,0.3481321902084923,23.34629448782179,-0.0402343046002651,0.2214943420606331,상수역 4번,마포구,서강동,37.54630345385984,126.9210202141444
3110562,61736,26891964,15632191523,False,False,False,False,False,False,False,False,11.03063870601066,0.5355468147313819,17.107338101067914,0.6269564704893299,23.472598184218864,0.0249739047917933,0.3958257300041684,연트럴파크(연남동주민센터),마포구,연남동,37.563762683483546,126.92334235840418
3110563,16430,4936338,53912073,False,False,False,False,False,False,False,False,9.706925073451831,-0.3702073719758423,15.412134521301445,-0.84777548333489,17.802865018214458,-2.9022020847661087,-1.3733949800256138,상수역 3번,마포구,서강동,37.54572747549058,126.9242224168245
3110564,12618,20004519,43563587509,False,False,False,False,False,False,False,False,9.44295889365291,-0.5508268553907031,16.811468805984113,0.369566792445094,24.4974874895171,0.5541048671467402,0.124281601400377,홍대입구역 3번,마포구,서교동,37.559926794855684,126.9256143535706
3110565,32424,9538747,5463182486,False,False,False,False,False,False,False,False,10.386685009184644,0.0949199732458336,16.07087279791488,-0.2747101610785732,22.421297329975616,-0.5177928407041368,-0.2325276761789587,홍익대,마포구,서강동,37.55281787913795,126.92790697432912
3110566,39654,38750691,68060995981,False,False,True,False,True,False,True,False,10.58797232251742,0.2326512939014799,17.472659171668692,0.9447652945448214,24.94367013979397,0.784460529857436,0.6539590394345791,경의선책거리,마포구,서교동,37.5562539094243,126.92853074971146
3110567,6070,6934439,557662219,False,False,False,False,False,False,False,False,8.711278615130434,-1.0514808180772957,15.752010858650872,-0.5521021488631735,20.139263996551257,-1.6959634856690842,-1.099848817536518,광흥창역 6번,마포구,서강동,37.54721210207153,126.92879480397299
3110568,10772,7851903,7796247124,False,False,False,False,False,False,False,False,9.284798282894192,-0.6590486277161571,15.876266608119336,-0.4440066219455353,22.776908317037503,-0.3341976145315948,-0.4790842880644291,광흥창역 1번,마포구,서강동,37.549062302780754,126.9312998519085
3110569,41018,21766498,38013196634,False,False,False,False,False,False,False,False,10.621790652977191,0.2557915665767524,16.895882602639233,0.4430020569506556,24.36119921625352,0.4837418095786197,0.3941784777020092,홍대땡땡거리,마포구,서강동,37.55463546306988,126.93200801002963
