상권_코드,resident_pop_2024,floating_pop_2024,estimated_sales_2024,resident_pop_2024_high25,resident_pop_2024_high10,resident_pop_2024_high50,floating_pop_2024_high25,floating_pop_2024_high10,floating_pop_2024_high50,estimated_sales_2024_high25,estimated_sales_2024_high10,estimated_sales_2024_high50,is_active_25,is_active_10,is_active_50,상권_코드_명
3110395,30664,8057152,5760258299,False,False,False,False,False,False,False,False,False,False,False,False,신한은행 방학동지점
3110396,45172,24166543,65591551585,False,False,True,False,False,True,True,False,True,False,False,True,쌍문역1번(쌍리단길)
3110397,164852,40944729,96676056477,True,True,True,True,False,True,True,False,True,True,False,True,도봉산입구
3110398,66590,21436325,44611953290,False,False,True,False,False,True,False,False,True,False,False,True,쌍문2동우체국
3110399,178788,44354279,23596246295,True,True,True,True,False,True,False,False,True,True,False,True,창2동주민센터
3110400,87262,34104255,25828697464,True,False,True,True,False,True,False,False,True,True,False,True,도봉구보건소
3110401,15010,4722828,6725298123,False,False,False,False,False,False,False,False,False,False,False,False,도봉구민회관
3110402,68532,19610658,13772902555,False,False,True,False,False,True,False,False,False,False,False,False,도봉구 정병원
3110403,132608,38720730,31020438047,True,True,True,True,False,True,False,False,True,True,False,True,방학1동주민센터
3110404,223606,89887999,49041703484,True,True,True,True,True,True,False,False,True,True,True,True,신창초등학교
3110405,151292,40135531,66745889678,True,True,True,True,False,True,True,False,True,True,False,True,방학역 1번
3110406,34306,6106122,27774187414,False,False,False,False,False,False,False,False,True,False,False,False,도봉산역 1번
3110407,140366,24607687,39948542273,True,True,True,False,False,True,False,False,True,False,False,True,도봉역 2번
3110408,23852,9577063,21663020557,False,False,False,False,False,False,False,False,True,False,False,False,가인초등학교
3110409,60758,18316363,23719464957,False,False,True,False,False,True,False,False,True,False,False,True,창동역 2번
3110410,56706,16858490,35458723109,False,False,True,False,False,True,False,False,True,False,False,True,방학역 2번
3110411,33780,13515565,3840164095,False,False,False,False,False,False,False,False,False,False,False,False,도봉역 3번
3110412,8250,3752708,3903523954,False,False,False,False,False,False,False,False,False,False,False,False,창동중학교
3110413,39934,2804039,3744738638,False,False,True,False,False,False,False,False,False,False,False,False,누원고등학교
3110415,111612,48324248,87844050084,True,False,True,True,True,True,True,False,True,True,False,True,수락산역 4번
3110416,54204,21660693,34769860696,False,False,True,False,False,True,False,False,True,False,False,True,노원초등학교
3110417,22210,10240864,2441222372,False,False,False,False,False,False,False,False,False,False,False,False,월계역 3번
3110418,33032,21329546,3057595949,False,False,False,False,False,True,False,False,False,False,False,False,광운대학교 남단
3110419,67290,25764075,64519981107,False,False,True,False,False,True,True,False,True,False,False,True,수락산디자인거리
3110420,30782,14236814,17566598726,False,False,False,False,False,False,False,False,True,False,False,False,광운대역 1번
3110421,24980,11979217,41324106149,False,False,False,False,False,False,False,False,True,False,False,False,석계역 1번
3110422,20356,22045439,8102421250,False,False,False,False,False,True,False,False,False,False,False,False,노원역 9번
3110423,10350,8517297,9250942310,False,False,False,False,False,False,False,False,False,False,False,False,석계역 2번
3110424,63012,61217499,35134373193,False,False,True,True,True,True,False,False,True,False,False,True,상계초등학교
3110425,77170,22327625,17950846057,True,False,True,False,False,True,False,False,True,False,False,True,계상초등학교
3110426,88692,41722615,8504192177,True,False,True,True,False,True,False,False,False,True,False,False,상계2동주민센터
3110428,187392,93176513,37489425586,True,True,True,True,True,True,False,False,True,True,True,True,상계5동주민센터
3110429,104628,51496428,50633303499,True,False,True,True,True,True,False,False,True,True,False,True,공릉동 국수거리
3110430,1028,2640843,72206871352,False,False,False,False,False,False,True,False,True,False,False,False,중계초등학교
3110431,20190,12526837,95713764871,False,False,False,False,False,False,True,False,True,False,False,False,상계역
3110432,40950,10296549,9227638049,False,False,True,False,False,False,False,False,False,False,False,False,대진고등학교
3110433,94756,35330620,3284115551,True,False,True,True,False,True,False,False,False,True,False,False,공릉역 2번
3110434,35616,11704489,2005775684,False,False,False,False,False,False,False,False,False,False,False,False,태릉입구역 4번
3110435,6198,2663485,10457684252,False,False,False,False,False,False,False,False,False,False,False,False,서울과학기술대
3110436,33658,11771161,13371013288,False,False,False,False,False,False,False,False,False,False,False,False,상계제일중학교
3110437,42638,37499757,6613845486,False,False,True,True,False,True,False,False,False,False,False,False,당고개역 2번
3110438,77310,39815995,69068386571,True,False,True,True,False,True,True,False,True,True,False,True,경춘선숲길 우측
3110439,86564,23501019,8772586752,True,False,True,False,False,True,False,False,False,False,False,False,당고개역 5번
3110440,35322,13662215,8061606,False,False,False,False,False,False,False,False,False,False,False,False,상계3동4동주민센터
3110441,48732,23320075,17168536743,False,False,True,False,False,True,False,False,True,False,False,True,영신여고
3110442,8458,3848544,2102970298,False,False,False,False,False,False,False,False,False,False,False,False,화랑대철도공원
3110444,12062,4320149,2683614618,False,False,False,False,False,False,False,False,False,False,False,False,수색성당
3110446,34248,7289752,1250994199,False,False,False,False,False,False,False,False,False,False,False,False,내를건너서숲으로도서관
3110447,35060,11224050,446290975,False,False,False,False,False,False,False,False,False,False,False,False,구산초등학교
3110448,56506,14862855,4153747146,False,False,True,False,False,False,False,False,False,False,False,False,상신초등학교입구
3110449,112114,24284609,20451187511,True,False,True,False,False,True,False,False,True,False,False,True,증산역 3번
3110450,175424,49467827,30834111465,True,True,True,True,True,True,False,False,True,True,True,True,시립서북병원
3110451,118366,28905879,14427105622,True,False,True,False,False,True,False,False,False,False,False,False,증산역 4번
3110452,60394,21850927,7612219946,False,False,True,False,False,True,False,False,False,False,False,False,새절역 3번
3110453,178996,39093485,22761239101,True,True,True,True,False,True,False,False,True,True,False,True,신사1동주민센터
3110454,130782,29920084,8368072660,True,True,True,True,False,True,False,False,False,True,False,False,선정중학교
3110455,175876,37232395,22194367996,True,True,True,True,False,True,False,False,True,True,False,True,역촌노인복지관
3110456,179936,39947588,14667629390,True,True,True,True,False,True,False,False,False,True,False,False,구산보건지소
3110457,95882,16732226,7108855151,True,False,True,False,False,True,False,False,False,False,False,False,예일여고
3110458,117514,29066472,12583186655,True,False,True,False,False,True,False,False,False,False,False,False,선일여고
3110459,106576,28261113,8366048653,True,False,True,False,False,True,False,False,False,False,False,False,응암역 2번
3110460,120534,38189932,55868159429,True,False,True,True,False,True,True,False,True,True,False,True,구산역 4번
3110461,36296,7148422,6422307499,False,False,False,False,False,False,False,False,False,False,False,False,새절역 2번
3110462,110382,25325638,4133241331,True,False,True,False,False,True,False,False,False,False,False,False,갈현건영아파트
3110463,45202,15290497,22017914363,False,False,True,False,False,True,False,False,True,False,False,True,응암3동주민센터
3110464,91744,13327465,19734748154,True,False,True,False,False,False,False,False,True,False,False,False,연신내역 5번
3110465,58042,37235038,18493643253,False,False,True,True,False,True,False,False,True,False,False,True,연신내역 7번
3110466,90646,25759753,6486228867,True,False,True,False,False,True,False,False,False,False,False,False,구산역 2번
3110467,27494,17663788,28899424116,False,False,False,False,False,True,False,False,True,False,False,False,은평요양병원
3110468,251920,76039612,24873595615,True,True,True,True,True,True,False,False,True,True,True,True,응암역 3번
3110469,155288,45413434,49446217670,True,True,True,True,False,True,False,False,True,True,False,True,응암정보도서관
3110470,46348,15689007,6118699791,False,False,True,False,False,True,False,False,False,False,False,False,신진과학기술고등학교
3110471,99860,37193855,51264496601,True,False,True,True,False,True,True,False,True,True,False,True,응암동우체국
3110472,118160,32314563,18469535723,True,False,True,True,False,True,False,False,True,True,False,True,연신내역 4번
3110473,203592,44206201,27753244844,True,True,True,True,False,True,False,False,True,True,False,True,구산역 1번
3110474,101334,24151143,3953543444,True,False,True,False,False,True,False,False,False,False,False,False,세명컴퓨터고등학교
3110475,69898,15009900,10853229453,False,False,True,False,False,False,False,False,False,False,False,False,백련산해모로아파트
3110476,26470,3956149,467638134,False,False,False,False,False,False,False,False,False,False,False,False,역촌역 2번
3110477,68096,10240645,17571144886,False,False,True,False,False,False,False,False,True,False,False,False,은평세무서
3110478,69440,12681510,9327039748,False,False,True,False,False,False,False,False,False,False,False,False,응암1동주민센터
3110479,80790,27692644,18097458158,True,False,True,False,False,True,False,False,True,False,False,True,연신내역 2번
3110480,68170,10698566,4274475072,False,False,True,False,False,False,False,False,False,False,False,False,연신내역 3번
3110481,76990,63519936,17951427108,True,False,True,True,True,True,False,False,True,True,False,True,불광역 7번
3110482,31812,9512098,5066209804,False,False,False,False,False,False,False,False,False,False,False,False,연신초등학교
3110483,71162,15747205,1638997383,False,False,True,False,False,True,False,False,False,False,False,False,연천초등학교
3110484,177710,42829526,13941845373,True,True,True,True,False,True,False,False,False,True,False,False,역촌역 3번
3110485,58694,14442133,3629045654,False,False,True,False,False,False,False,False,False,False,False,False,연신내우체국
3110486,42832,13336576,31109930057,False,False,True,False,False,False,False,False,True,False,False,False,은평구청
3110487,7560,3603838,20072911931,False,False,False,False,False,False,False,False,True,False,False,False,불광역 8번
3110488,69714,10545109,11661466059,False,False,True,False,False,False,False,False,False,False,False,False,우리은행응암동지점
3110489,28660,11183786,5847086973,False,False,False,False,False,False,False,False,False,False,False,False,불광역 3번
3110490,110662,16036875,3661599472,True,False,True,False,False,True,False,False,False,False,False,False,녹번동근린공원
3110491,29946,2576985,424526899,False,False,False,False,False,False,False,False,False,False,False,False,불광중학교
3110492,18380,590363,902563126,False,False,False,False,False,False,False,False,False,False,False,False,하나고등학교
3110493,29740,9917987,665463455,False,False,False,False,False,False,False,False,False,False,False,False,북가좌초등학교
3110494,17922,4416990,438130377,False,False,False,False,False,False,False,False,False,False,False,False,증산3교남측
3110495,135872,32525584,37404271217,True,True,True,True,False,True,False,False,True,True,False,True,북가좌2동주민센터
3110496,45432,22011794,37669990679,False,False,True,False,False,True,False,False,True,False,False,True,모래내우체국
3110497,3986,3306975,1897895394,False,False,False,False,False,False,False,False,False,False,False,False,가좌역 3번
3110498,75492,48517374,14950202051,True,False,True,True,True,True,False,False,False,True,False,False,증산역 1번
3110499,133678,53970041,2499260161,True,True,True,True,True,True,False,False,False,True,True,False,연가초등학교
3110500,15958,4107964,9667987751,False,False,False,False,False,False,False,False,False,False,False,False,남가좌동현대아파트
3110501,29184,6216470,1913456594,False,False,False,False,False,False,False,False,False,False,False,False,연희어린이공원
3110502,82150,41004280,54927453578,True,False,True,True,False,True,True,False,True,True,False,True,남가좌파출소
3110503,111270,43679137,31456382427,True,False,True,True,False,True,False,False,True,True,False,True,명지대학교교회
3110505,3616,1746154,851233651,False,False,False,False,False,False,False,False,False,False,False,False,홍남교남측
3110506,11946,5402458,4053192470,False,False,False,False,False,False,False,False,False,False,False,False,연희임광아파트
3110507,141520,42978959,59783509160,True,True,True,True,False,True,True,False,True,True,False,True,명지대학교
3110508,46166,16290721,7098935552,False,False,True,False,False,True,False,False,False,False,False,False,서연중학교
3110509,80064,23045259,18435883534,True,False,True,False,False,True,False,False,True,False,False,True,연희대우아파트앞
3110510,23960,23395279,7565464411,False,False,False,False,False,True,False,False,False,False,False,False,홍연시장
3110511,128298,22908539,11933639606,True,True,True,False,False,True,False,False,False,False,False,False,연희초등학교
3110512,73938,19042748,70913674,False,False,True,False,False,True,False,False,False,False,False,False,연희지하차도
3110513,21586,7522218,9412819591,False,False,False,False,False,False,False,False,False,False,False,False,연희파출소
3110514,45374,18091180,3166722652,False,False,True,False,False,True,False,False,False,False,False,False,서대문우체국
3110515,54486,8196978,351550803,False,False,True,False,False,False,False,False,False,False,False,False,홍은중학교
3110516,24978,3630725,560945422,False,False,False,False,False,False,False,False,False,False,False,False,정원여중
3110517,18896,5901366,6850161680,False,False,False,False,False,False,False,False,False,False,False,False,서대문소방서
3110519,86416,27218478,8578534673,True,False,True,False,False,True,False,False,False,False,False,False,서대문구보건소별관
3110520,35328,16449334,9649884820,False,False,False,False,False,True,False,False,False,False,False,False,경의중앙 신촌역
3110521,19952,15907400,8285275309,False,False,False,False,False,True,False,False,False,False,False,False,홍제역 4번
3110522,28632,8262598,1166565931,False,False,False,False,False,False,False,False,False,False,False,False,홍제역 3번
3110523,11278,2785178,933759388,False,False,False,False,False,False,False,False,False,False,False,False,홍제성원아파트
3110524,5178,3563495,8320331372,False,False,False,False,False,False,False,False,False,False,False,False,연희세브란스병원
3110525,11136,9244443,7422636415,False,False,False,False,False,False,False,False,False,False,False,False,홍은종합사회복지관
3110526,26498,3452739,5624302714,False,False,False,False,False,False,False,False,False,False,False,False,봉원사
3110527,58324,11038215,8235003727,False,False,True,False,False,False,False,False,False,False,False,False,홍제역 2번
3110528,33326,21393894,14383619864,False,False,False,False,False,True,False,False,False,False,False,False,서울여자간호대학교
3110529,73088,27769767,17983843798,False,False,True,False,False,True,False,False,True,False,False,True,홍제3동주민센터
3110530,5702,5508442,4477505633,False,False,False,False,False,False,False,False,False,False,False,False,아현역 1번
3110532,43952,25514922,26606837817,False,False,True,False,False,True,False,False,True,False,False,True,아현역 2번
3110533,23892,120069116,325468799,False,False,False,True,True,True,False,False,False,False,False,False,충정로역 7번
3110534,35248,14624065,546572868,False,False,False,False,False,False,False,False,False,False,False,False,경기대학교
3110535,28894,25184372,4541074199,False,False,False,False,False,True,False,False,False,False,False,False,영천시장입구
3110536,15396,3121265,2769871697,False,False,False,False,False,False,False,False,False,False,False,False,돈의문센트레빌아파트입구
3110537,21632,11392655,9583793452,False,False,False,False,False,False,False,False,False,False,False,False,충정로현대아파트
3110538,8696,9924958,8107905704,False,False,False,False,False,False,False,False,False,False,False,False,충정로역 3번
3110539,10222,7165673,18717671170,False,False,False,False,False,False,False,False,True,False,False,False,미근동
3110540,60418,15360212,3732465248,False,False,True,False,False,True,False,False,False,False,False,False,망원나들목체육관
3110541,102072,32110142,26855787087,True,False,True,True,False,True,False,False,True,True,False,True,동교초등학교
3110542,108102,39270196,19630231976,True,False,True,True,False,True,False,False,True,True,False,True,마포구청역 7번
3110543,21064,3082068,190870670,False,False,False,False,False,False,False,False,False,False,False,False,중암중학교
3110544,268338,122858245,82584012027,True,True,True,True,True,True,True,False,True,True,True,True,망리단길
3110545,101044,13488948,33757315297,True,False,True,False,False,False,False,False,True,False,False,False,마포구청역 1번
3110546,56716,18694338,3344941368,False,False,True,False,False,True,False,False,False,False,False,False,양화대교북단
3110547,53014,21403861,28654632053,False,False,True,False,False,True,False,False,True,False,False,True,KB국민은행 망원동지점
3110548,57352,29214410,11653214819,False,False,True,False,False,True,False,False,False,False,False,False,마포구청역 4번
3110549,55474,27040513,8367112889,False,False,True,False,False,True,False,False,False,False,False,False,새터산
3110550,123122,42557651,106182866014,True,True,True,True,False,True,True,False,True,True,False,True,합정역 8번
3110551,88438,33463007,11208485115,True,False,True,True,False,True,False,False,False,True,False,False,성서초등학교
3110552,45792,19329333,8782692572,False,False,True,False,False,True,False,False,False,False,False,False,성미산체육관
3110553,69392,20382920,8867815738,False,False,True,False,False,True,False,False,False,False,False,False,가좌역 2번
3110554,89556,27593236,12991320069,True,False,True,False,False,True,False,False,False,False,False,False,망원역 1번
3110555,5084,5764144,5805045571,False,False,False,False,False,False,False,False,False,False,False,False,홍익지구대
3110556,22940,5050938,291125258,False,False,False,False,False,False,False,False,False,False,False,False,절두산순교성지
3110557,69174,22417264,28737581904,False,False,True,False,False,True,False,False,True,False,False,True,홍대부속여중고앞
3110558,180486,64782885,41474107839,True,True,True,True,True,True,False,False,True,True,True,True,경성고등학교
3110559,54138,21401926,23559685522,False,False,True,False,False,True,False,False,True,False,False,True,성산중학교
3110560,32906,23611901,35961251236,False,False,False,False,False,True,False,False,True,False,False,False,마포FM
3110561,47528,19517649,13777387356,False,False,True,False,False,True,False,False,False,False,False,False,상수역 4번
3110562,61736,26891964,15632191523,False,False,True,False,False,True,False,False,False,False,False,False,연트럴파크(연남동주민센터)
3110563,16430,4936338,53912073,False,False,False,False,False,False,False,False,False,False,False,False,상수역 3번
3110564,12618,20004519,43563587509,False,False,False,False,False,True,False,False,True,False,False,False,홍대입구역 3번
3110565,32424,9538747,5463182486,False,False,False,False,False,False,False,False,False,False,False,False,홍익대
3110566,39654,38750691,68060995981,False,False,True,True,False,True,True,False,True,True,False,True,경의선책거리
3110567,6070,6934439,557662219,False,False,False,False,False,False,False,False,False,False,False,False,광흥창역 6번
3110568,10772,7851903,7796247124,False,False,False,False,False,False,False,False,False,False,False,False,광흥창역 1번
3110569,41018,21766498,38013196634,False,False,True,False,False,True,False,False,True,False,False,True,홍대땡땡거리
3110570,11796,5332558,5547866503,False,False,False,False,False,False,False,False,False,False,False,False,KB국민은행 서강지점
3110571,48768,13701597,2334927321,False,False,True,False,False,False,False,False,False,False,False,False,신수동주민센터
3110572,59138,46241240,27325542484,False,False,True,True,False,True,False,False,True,False,False,True,서강대역 1번
3110573,4066,2771400,996023395,False,False,False,False,False,False,False,False,False,False,False,False,신촌역 6번
3110575,55612,28603465,3019670366,False,False,True,False,False,True,False,False,False,False,False,False,대흥동주민센터
3110576,23492,26984290,54043203035,False,False,False,False,False,True,True,False,True,False,False,False,대흥역 3번
3110577,18560,14217613,36793210382,False,False,False,False,False,False,False,False,True,False,False,False,용강동주민센터
3110578,58190,47400552,44298548362,False,False,True,True,False,True,False,False,True,False,False,True,대흥역 2번
3110579,16870,8987891,4678117104,False,False,False,False,False,False,False,False,False,False,False,False,마포역 4번
3110580,26970,17251103,1547743413,False,False,False,False,False,True,False,False,False,False,False,False,양원초등학교
3110582,33338,13411335,15427510863,False,False,False,False,False,False,False,False,False,False,False,False,이대역 5번
3110583,3664,9413910,5701651011,False,False,False,False,False,False,False,False,False,False,False,False,공덕래미안3차아파트
3110584,1958,2902413,69308854170,False,False,False,False,False,False,True,False,True,False,False,False,아현역 4번
3110585,4746,4409407,1437367960,False,False,False,False,False,False,False,False,False,False,False,False,마포경찰서
3110586,34190,40505125,27573985512,False,False,False,True,False,True,False,False,True,False,False,False,서울서부지방법원
3110587,67802,17469722,4089804805,False,False,True,False,False,True,False,False,False,False,False,False,공덕동주민센터
3110588,61490,27322177,4409160501,False,False,True,False,False,True,False,False,False,False,False,False,한겨레신문사
3110589,36900,4207268,1709622849,False,False,False,False,False,False,False,False,False,False,False,False,애오개역 3번
3110590,50580,41001351,10729023032,False,False,True,True,False,True,False,False,False,False,False,False,만리재
3110591,50068,31550074,35186544145,False,False,True,True,False,True,False,False,True,False,False,True,충정로역 6번
3110592,26626,6123743,1811531688,False,False,False,False,False,False,False,False,False,False,False,False,서울금융고등학교
3110593,144362,27062246,29021394533,True,True,True,False,False,True,False,False,True,False,False,True,신월3동주민센터
3110594,73232,10388825,6073059237,False,False,True,False,False,False,False,False,False,False,False,False,신월중학교
3110595,125506,20020675,38125105616,True,True,True,False,False,True,False,False,True,False,False,True,메디힐병원
3110596,76928,14771776,7356312038,True,False,True,False,False,False,False,False,False,False,False,False,서서울호수공원
3110597,135190,27430739,23188336282,True,True,True,False,False,True,False,False,True,False,False,True,신월1동주민센터
3110598,68766,13658087,21501347221,False,False,True,False,False,False,False,False,True,False,False,False,신월문화체육센터
3110599,93494,23997626,6010282023,True,False,True,False,False,True,False,False,False,False,False,False,신월1파출소
3110600,98944,14009276,21004195116,True,False,True,False,False,False,False,False,True,False,False,False,신월7동주민센터
3110601,143754,35921191,21732009721,True,True,True,True,False,True,False,False,True,True,False,True,신월1동우편취급국
3110602,29794,4861946,3149380768,False,False,False,False,False,False,False,False,False,False,False,False,신월시영아파트중문
3110603,6964,2253607,13407719549,False,False,False,False,False,False,False,False,False,False,False,False,지향초등학교
3110604,150096,28648751,18428636750,True,True,True,False,False,True,False,False,True,False,False,True,신월4동주민센터
3110605,25726,2224202,9881732930,False,False,False,False,False,False,False,False,False,False,False,False,목동센트럴아이파크앞
3110606,156546,38988183,43704004177,True,True,True,True,False,True,False,False,True,True,False,True,신한은행 신월동지점
3110607,17982,4005276,908927157,False,False,False,False,False,False,False,False,False,False,False,False,금빛새마을금고본점
3110608,193056,34661024,5093136082,True,True,True,True,False,True,False,False,False,True,False,False,신월2동주민센터
3110609,52048,22101444,1572018300,False,False,True,False,False,True,False,False,False,False,False,False,신정네거리역 2번
3110610,67744,13366519,1090130208,False,False,True,False,False,False,False,False,False,False,False,False,계남근린공원
3110611,102022,30981803,5460170221,True,False,True,True,False,True,False,False,False,True,False,False,신정역 1번
3110612,179812,57262921,15436874321,True,True,True,True,True,True,False,False,False,True,True,False,신정역 5번
3110613,10926,5341101,3281241026,False,False,False,False,False,False,False,False,False,False,False,False,신정네거리역 4번
3110614,50874,14992411,10902739070,False,False,True,False,False,False,False,False,False,False,False,False,목동로데오거리
3110615,22622,7376428,26827619461,False,False,False,False,False,False,False,False,True,False,False,False,신서초등학교
3110616,19064,5562400,596322440,False,False,False,False,False,False,False,False,False,False,False,False,양목초등학교
3110617,51324,12204271,910801029,False,False,True,False,False,False,False,False,False,False,False,False,등촌역 4번
3110618,137534,39295807,8207302825,True,True,True,True,False,True,False,False,False,True,False,False,강서고등학교
3110619,29954,8568902,7762460313,False,False,False,False,False,False,False,False,False,False,False,False,목4동주민센터
3110620,186682,53311351,36254840431,True,True,True,True,True,True,False,False,True,True,True,True,목동보건지소
3110621,15762,7190250,27455616696,False,False,False,False,False,False,False,False,True,False,False,False,목동역 5번
3110622,89146,13205851,7385558656,True,False,True,False,False,False,False,False,False,False,False,False,달마을공원
3110623,3530,1983118,5673651459,False,False,False,False,False,False,False,False,False,False,False,False,갈산공원
3110624,52076,12903119,955101005,False,False,True,False,False,False,False,False,False,False,False,False,목동문화체육센터
3110625,71686,19797383,66460030582,False,False,True,False,False,True,True,False,True,False,False,True,신정2동주민센터
3110626,139238,33952265,4264611089,True,True,True,True,False,True,False,False,False,True,False,False,양화초등학교
3110627,56072,33724717,49214290414,False,False,True,True,False,True,False,False,True,False,False,True,신정롯데캐슬아파트
3110628,29670,7909846,4041670,False,False,False,False,False,False,False,False,False,False,False,False,신목동역
3110630,130554,46799623,22965456644,True,True,True,True,False,True,False,False,True,True,False,True,공항시장역 1번
3110631,83406,17823393,6572125988,True,False,True,False,False,True,False,False,False,False,False,False,방화초등학교
3110632,33080,15247970,27566945302,False,False,False,False,False,False,False,False,True,False,False,False,방화역 3번
3110633,9456,2251318,8358001230,False,False,False,False,False,False,False,False,False,False,False,False,개화산역 1번
3110634,178910,51592971,65281586976,True,True,True,True,True,True,True,False,True,True,True,True,송정역 3번
3110635,61314,10254633,8293964207,False,False,True,False,False,False,False,False,False,False,False,False,공항시장역 3번
3110636,27420,13659104,27221383692,False,False,False,False,False,False,False,False,True,False,False,False,방화역 2번
3110637,42138,6185796,3866392766,False,False,True,False,False,False,False,False,False,False,False,False,송정역 2번
3110638,126022,53495576,95572828224,True,True,True,True,True,True,True,False,True,True,True,True,신방화역 2번
3110639,59610,17102184,4040778722,False,False,True,False,False,True,False,False,False,False,False,False,신방화역 8번
3110640,57184,13315543,23087193242,False,False,True,False,False,False,False,False,True,False,False,False,방화역 1번
3110641,34310,9826951,6116862705,False,False,False,False,False,False,False,False,False,False,False,False,공항고등학교
3110642,17188,1947067,561773763,False,False,False,False,False,False,False,False,False,False,False,False,정곡초등학교
3110643,49616,16314765,54298629115,False,False,True,False,False,True,True,False,True,False,False,True,강서구다솔마을
3110644,18208,2243050,6385024270,False,False,False,False,False,False,False,False,False,False,False,False,신광명마을
3110645,161144,35399612,71622131366,True,True,True,True,False,True,True,False,True,True,False,True,우장산역 4번
3110646,189402,47450590,41422698959,True,True,True,True,False,True,False,False,True,True,False,True,푸른들청소년도서관
3110647,193774,61821887,15189043123,True,True,True,True,True,True,False,False,False,True,True,False,화곡역 5번
3110648,75992,3722416,66254746789,True,False,True,False,False,False,True,False,True,True,False,False,양천향교역 7번
3110649,72438,23665170,45674081995,False,False,True,False,False,True,False,False,True,False,False,True,우장산역 1번
3110650,19406,3022064,5095803937,False,False,False,False,False,False,False,False,False,False,False,False,우장산힐스테이트
3110651,134424,19638324,28167187551,True,True,True,False,False,True,False,False,True,False,False,True,화원중학교
3110652,42502,8093664,7907523099,False,False,True,False,False,False,False,False,False,False,False,False,양천향교역 2번
3110653,83686,24763751,14197650252,True,False,True,False,False,True,False,False,False,False,False,False,화곡역 2번
3110654,276214,73330409,43686628770,True,True,True,True,True,True,False,False,True,True,True,True,까치산역 4번
3110655,23540,9490055,23873734801,False,False,False,False,False,False,False,False,True,False,False,False,발산역 5번
3110656,209708,139436894,85219090054,True,True,True,True,True,True,True,False,True,True,True,True,까치산역 3번
3110657,29664,14242773,75426288740,False,False,False,False,False,False,True,False,True,False,False,False,양천향교역 5번
3110658,72186,22284936,13631348493,False,False,True,False,False,True,False,False,False,False,False,False,화곡초등학교
3110659,423004,121546773,56652348811,True,True,True,True,True,True,True,False,True,True,True,True,화곡역 4번
3110660,37888,18456054,99627020483,False,False,True,False,False,True,True,False,True,False,False,True,등촌3동주민센터
3110661,31474,7975604,345033744,False,False,False,False,False,False,False,False,False,False,False,False,강서새말어린이공원
3110662,277070,54968063,20238175973,True,True,True,True,True,True,False,False,True,True,True,True,까치산역 1번
3110663,32984,7080975,9448978349,False,False,False,False,False,False,False,False,False,False,False,False,우장산롯데캐슬아파트앞
3110664,12204,6657278,7184314887,False,False,False,False,False,False,False,False,False,False,False,False,강서구청옆
3110665,118232,46396177,24501166386,True,False,True,True,False,True,False,False,True,True,False,True,곰달래도서관
3110666,40850,7052553,15504050786,False,False,True,False,False,False,False,False,False,False,False,False,KC대학교
3110667,13642,1173161,48108441600,False,False,False,False,False,False,False,False,True,False,False,False,가양역 10번
3110668,198030,42316868,26543716929,True,True,True,True,False,True,False,False,True,True,False,True,화곡2동주민센터
3110669,17136,2028503,474272697,False,False,False,False,False,False,False,False,False,False,False,False,화곡보람2차아파트
3110670,165668,36187808,7396062947,True,True,True,True,False,True,False,False,False,True,False,False,신곡초등학교
3110671,157064,49346362,119599053027,True,True,True,True,True,True,True,False,True,True,True,True,등촌1동주민센터
3110672,73038,17808447,449990079,False,False,True,False,False,True,False,False,False,False,False,False,백석중학교
3110673,92172,20805978,24729462433,True,False,True,False,False,True,False,False,True,False,False,True,뜸부기어린이공원
3110674,2966,1431517,9779601476,False,False,False,False,False,False,False,False,False,False,False,False,강서구청가양동별관
3110675,168032,42189980,8187395405,True,True,True,True,False,True,False,False,False,True,False,False,화곡4동주민센터
3110676,72248,12048749,1764861818,False,False,True,False,False,False,False,False,False,False,False,False,등촌역 7번
3110677,33126,5803096,4667582866,False,False,False,False,False,False,False,False,False,False,False,False,등촌역 1번
3110678,25672,4717788,2649903049,False,False,False,False,False,False,False,False,False,False,False,False,염창무학아파트
3110679,22708,6076562,7532879719,False,False,False,False,False,False,False,False,False,False,False,False,염창역 2번
3110680,37606,6392032,12431413747,False,False,False,False,False,False,False,False,False,False,False,False,온수역 5번(온수산업단지)
3110681,4236,753797,1071004411,False,False,False,False,False,False,False,False,False,False,False,False,온수역 1번
3110683,37492,6535084,6503200471,False,False,False,False,False,False,False,False,False,False,False,False,오류고등학교
3110684,30474,4593542,4348795504,False,False,False,False,False,False,False,False,False,False,False,False,서울공연예술고등학교
3110685,4490,2011722,4345610574,False,False,False,False,False,False,False,False,False,False,False,False,금강수목원아파트
3110686,99420,22950102,16128908294,True,False,True,False,False,True,False,False,False,False,False,False,수궁동주민센터
3110687,12488,3587422,1044861840,False,False,False,False,False,False,False,False,False,False,False,False,"천왕역 3번(오류2동주민센터, 서울오류남초등학교)"
3110688,58920,21095078,3874620953,False,False,True,False,False,True,False,False,False,False,False,False,오류지구대
3110689,68966,20857216,12160154799,False,False,True,False,False,True,False,False,False,False,False,False,오류동역 3번
3110690,105578,45045384,49015276134,True,False,True,True,False,True,False,False,True,True,False,True,오류2동버들시장
3110691,64564,18989683,14903463573,False,False,True,False,False,True,False,False,False,False,False,False,개봉중학교
3110692,45410,21619771,1043322006,False,False,True,False,False,True,False,False,False,False,False,False,큰굴다리
