상권_코드,resident_pop_2024,floating_pop_2024,estimated_sales_2024,resident_pop_2024_high25,resident_pop_2024_high10,resident_pop_2024_high50,floating_pop_2024_high25,floating_pop_2024_high10,floating_pop_2024_high50,estimated_sales_2024_high25,estimated_sales_2024_high10,estimated_sales_2024_high50,is_active_25,is_active_10,is_active_50,상권_구분_코드_명,z_resident_pop_2024,z_floating_pop_2024,z_estimated_sales_2024,score,resident_pop_2024_75flag,floating_pop_2024_75flag,estimated_sales_2024_75flag
3001492,21240,173404731,2323168283547,False,False,False,True,True,True,True,True,True,True,True,False,관광특구,-0.6266300054349809,6.7847290698059926,9.376047850478598,5.178048971616536,0,1,1
3110659,423004,121546773,56652348811,True,True,True,True,True,True,True,False,True,True,True,True,골목상권,7.295126259643707,4.46237431321605,-0.06348083730334274,3.898006578518805,1,1,1
3120157,185794,116057118,303623293550,True,True,True,True,True,True,True,True,True,True,True,True,발달상권,2.6179530842489096,4.2165311120377895,0.9650975557199315,2.59986058400221,1,1,1
3120189,136844,192572616,2092618835020,True,True,True,True,True,True,True,True,True,True,True,True,발달상권,1.6527845545259827,7.643124398513672,8.41586129278894,5.903923415276199,1,1,1
